Dublin Core:Title,Dublin Core:Description,Dublin Core:Creator,Dublin Core:Date,Dublin Core:Coverage,Dublin Core:Source,Dublin Core:Format,Dublin Core:Type,Dublin Core:Subject,Dublin Core:Rights,Dublin Core:Identifier,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Item Type Metadata:URL
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.92 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2219,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2219.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.27 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2220,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2220.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.74 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2221,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2221.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 19.66 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2222,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2222.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 11.47 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2223,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2223.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.76 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2224,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2224.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 22.50 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2225,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2225.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 22.40 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2226,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2226.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.77 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2227,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2227.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.52 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2228,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2228.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.00 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2229,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2229.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 7.81 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2230,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2230.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2231,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2231.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.28 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2232,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2232.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.68 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2233,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2233.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 16.35 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2234,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2234.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.22 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2235,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2235.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.22 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2236,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2236.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.21 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2237,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2237.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.19 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2238,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2238.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.71 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2239,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2239.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.82 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2240,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2240.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.31 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2241,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2241.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.37 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2242,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2242.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.04 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2243,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2243.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.59 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2244,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2244.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.03 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2245,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2245.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.29 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2246,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2246.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.24 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2247,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2247.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.72 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2248,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2248.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.86 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2249,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2249.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.71 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2250,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2250.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.78 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2251,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2251.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.12 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2252,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2252.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.21 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2253,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2253.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.53 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2254,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2254.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.33 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2255,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2255.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.29 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2256,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2256.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.05 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2257,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2257.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.56 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2258,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2258.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.68 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2259,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2259.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 18.92 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2260,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2260.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.55 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2261,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2261.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 17.42 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2262,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2262.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 15.31 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2263,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2263.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.93 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2264,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2264.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 17.06 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2265,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2265.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.38 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2266,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2266.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 22.65 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2267,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2267.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.33 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2268,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2268.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.46 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2269,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2269.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 12.12 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2270,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2270.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.77 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2271,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2271.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.62 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2272,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2272.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.53 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2273,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2273.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.59 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2274,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2274.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.59 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2275,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2275.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.36 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2276,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2276.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 23.33 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2277,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2277.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.88 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2278,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2278.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.23 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2279,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2279.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.55 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2280,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2280.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.55 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2281,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2281.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.53 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2282,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2282.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.59 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2283,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2283.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.47 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2284,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2284.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.68 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2285,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2285.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.17 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2286,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2286.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.60 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2287,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2287.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.49 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2288,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2288.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.49 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2289,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2289.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.49 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2290,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2290.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.60 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2291,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2291.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.60 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2292,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2292.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.02 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2293,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2293.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.56 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2294,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2294.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.43 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2295,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2295.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.22 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2296,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2296.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.17 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2297,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2297.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.94 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2298,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2298.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.62 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2299,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2299.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.48 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2300,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2300.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.50 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2301,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2301.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.27 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2302,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2302.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.20 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2303,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2303.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.58 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2304,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2304.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.50 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2305,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2305.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.56 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2306,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2306.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.58 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2307,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2307.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.52 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2308,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2308.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.60 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2309,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2309.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.57 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2310,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2310.jpg
