Title,Description,Creator,Date,Source,Format,Type,Subject,Rights,Identifier,ItemType Metadate: Original Format,ItemType Metadate: Physical Dimensions
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 22.37 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2815,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 16.54 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2816,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 16.08 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2817,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 23.92 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2818,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 21.48 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2819,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 21.48 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2820,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.80 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2821,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 22.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2822,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 21.51 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2823,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.01 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2824,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 23.61 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2825,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 23.61 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2826,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 23.61 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2827,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 21.38 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2828,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 21.77 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2829,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.52 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2830,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 21.16 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2831,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 22.26 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2832,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 22.56 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2833,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 19.70 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2834,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 19.70 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2835,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 21.87 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2836,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.96 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2837,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 21.06 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2838,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.03 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2839,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 19.66 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2840,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.20 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2841,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 21.28 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2842,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 19.82 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2843,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.07 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2844,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.08 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2845,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 24.35 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2846,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.77 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2847,,
